"# If the text in the first column of a row starts with a # character, the row is ignored",,
,,"If the first column for a row is blank, then the row is ignored"
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff."
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)",,,,,,,,,,,,,
,type,streamed / loaded (default = loaded),,,,,,,,,,,,,
,probability,weight to use for the weighted probability of playing this sound instead of another sound (default = 1),,,,,,,,,,,,,
,loop,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")",,,,,,,,,,,,,
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound won't exceed this volume whenever any master sound is playing.  If blank, then neither master nor slave.",,,,,,,,,,,,,
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps.",,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle

#US Base Assault,,,,,,,,,,,,,,,
us_gen_underattack,1,voiceovers/mp/us_base_assault/us_gen_underattack1.mp3,1.3,,,,10000,,auto,streamed,,,,,
us_gen_underattack,2,voiceovers/mp/us_base_assault/us_gen_underattack2.mp3,1.3,,,,10000,,auto,streamed,,,,,
us_gen_breached,1,voiceovers/mp/us_base_assault/us_gen_breached1.mp3,1.3,,,,10000,,auto,streamed,,,,,
us_gen_breached,2,voiceovers/mp/us_base_assault/us_gen_breached2.mp3,1.3,,,,10000,,auto,streamed,,,,,
us_gen_destroyed,1,voiceovers/mp/us_base_assault/us_gen_destroyed1.mp3,1.3,,,,10000,,auto,streamed,,,,,
us_gen_destroyed,2,voiceovers/mp/us_base_assault/us_gen_destroyed2.mp3,1.3,,,,10000,,auto,streamed,,,,,
us_bomb_planted,1,voiceovers/mp/us_base_assault/us_bomb_planted1.mp3,1.3,,,,10000,,auto,streamed
us_bomb_planted,2,voiceovers/mp/us_base_assault/us_bomb_planted2.mp3,1.3,,,,10000,,auto,streamed
us_bomb_diffused,1,voiceovers/mp/us_base_assault/us_bomb_diffused.mp3,1.3,,,,10000,,auto,streamed
us_bomb_diffused,2,voiceovers/mp/us_base_assault/us_bomb_diffused2.mp3,1.3,,,,10000,,auto,streamed

#UK Base Assault,,,,,,,,,,
uk_gen_underattack,1,voiceovers/mp/uk_base_assault/uk_gen_underattack1.mp3,1.3,,,,10000,,auto,streamed
uk_gen_underattack,2,voiceovers/mp/uk_base_assault/uk_gen_underattack2.mp3,1.3,,,,10000,,auto,streamed
uk_gen_breached,1,voiceovers/mp/uk_base_assault/uk_gen_breached1.mp3,1.3,,,,10000,,auto,streamed
uk_gen_breached,2,voiceovers/mp/uk_base_assault/uk_gen_breached2.mp3,1.3,,,,10000,,auto,streamed
uk_gen_destroyed,1,voiceovers/mp/uk_base_assault/uk_gen_destroyed1.mp3,1.3,,,,10000,,auto,streamed
uk_gen_destroyed,2,voiceovers/mp/uk_base_assault/uk_gen_destroyed2.mp3,1.3,,,,10000,,auto,streamed
uk_bomb_planted,1,voiceovers/mp/uk_base_assault/uk_bomb_planted1.mp3,1.3,,,,10000,,auto,streamed
uk_bomb_planted,2,voiceovers/mp/uk_base_assault/uk_bomb_planted2.mp3,1.3,,,,10000,,auto,streamed
uk_bomb_diffused,1,voiceovers/mp/uk_base_assault/uk_bomb_diffused.mp3,1.3,,,,10000,,auto,streamed
uk_bomb_diffused,2,voiceovers/mp/uk_base_assault/uk_bomb_diffused2.mp3,1.3,,,,10000,,auto,streamed

#RU Base Assault,,,,,,,,,,
ru_gen_underattack,1,voiceovers/mp/ru_base_assault/ru_gen_underattack1.mp3,1.3,,,,10000,,auto,streamed
ru_gen_underattack,2,voiceovers/mp/ru_base_assault/ru_gen_underattack2.mp3,1.3,,,,10000,,auto,streamed
ru_gen_breached,1,voiceovers/mp/ru_base_assault/ru_gen_breached1.mp3,1.3,,,,10000,,auto,streamed
ru_gen_breached,2,voiceovers/mp/ru_base_assault/ru_gen_breached2.mp3,1.3,,,,10000,,auto,streamed
ru_gen_destroyed,1,voiceovers/mp/ru_base_assault/ru_gen_destroyed1.mp3,1.3,,,,10000,,auto,streamed
ru_gen_destroyed,2,voiceovers/mp/ru_base_assault/ru_gen_destroyed2.mp3,1.3,,,,10000,,auto,streamed
ru_bomb_planted,1,voiceovers/mp/ru_base_assault/ru_bomb_planted1.mp3,1.3,,,,10000,,auto,streamed
ru_bomb_planted,2,voiceovers/mp/ru_base_assault/ru_bomb_planted2.mp3,1.3,,,,10000,,auto,streamed
ru_bomb_diffused,1,voiceovers/mp/ru_base_assault/ru_bomb_diffused.mp3,1.3,,,,10000,,auto,streamed
ru_bomb_diffused,2,voiceovers/mp/ru_base_assault/ru_bomb_diffused2.mp3,1.3,,,,10000,,auto,streamed

#GE Base Assault,,,,,,,,,,
