"# If the text in the first column of a row starts with a # character, the row is ignored",,
,,"If the first column for a row is blank, then the row is ignored"
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (foliage = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (foliage = 1)"
,vol_max,"0 is silent, 1 is full volume (foliage = same as vol_min)"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (foliage = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (foliage = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (foliage = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff."
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (foliage = auto)",,,,,,,,,,,,,,,
,type,streamed / loaded (foliage = loaded),,,,,,,,,,,,,,,
,probability,weight to use for the weighted probability of playing this sound instead of another sound (foliage = 1),,,,,,,,,,,,,,,
,loop,"whether this sound is ""looping"" or ""nonlooping"" (foliage = ""nonlooping"")",,,,,,,,,,,,,,,
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound won't exceed this volume whenever any master sound is playing.  If blank, then neither master nor slave.",,,,,,,,,,,,,,,
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps.",,,,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,lod_min,lod_max,channel,type,probability,loop,masterslave,loadspec,subtitle


#Mortars,,,,,,,,,,,,,,,,,
mortar_incoming,1,explosions/incoming05.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto,,,,,,
mortar_incoming,2,explosions/incoming08.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto,,,,,,
mortar_incoming,3,explosions/incoming11.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto,,,,,,
mortar_incoming,4,explosions/incoming01.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto,,,,,,
mortar_incoming,5,explosions/incoming02.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto,,,,,,
mortar_incoming,6,explosions/incoming05_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_incoming,7,explosions/incoming08_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_incoming,8,explosions/incoming11_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_incoming,9,explosions/incoming01_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_incoming,10,explosions/incoming02_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_explosion,1,explosions/mortar_dirt01.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion,2,explosions/mortar_dirt02.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion,3,explosions/mortar_dirt03.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion,4,explosions/mortar_dirt04.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion,5,explosions/mortar_dirt05.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion,6,explosions/mortar_dirt01_muffled.wav,1,1.2,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion,7,explosions/mortar_dirt02_muffled.wav,1,1.2,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion,8,explosions/mortar_dirt03_muffled.wav,1,1.2,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion,9,explosions/mortar_dirt04_muffled.wav,1,1.2,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion,10,explosions/mortar_dirt05_muffled.wav,1,1.2,0.8,1.2,1500,15000,1400,15000,auto

#mortar special,,,,,,,,,,,
mortar_incoming1,1,explosions/incoming05.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
mortar_incoming1,2,explosions/incoming05_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_incoming2,1,explosions/incoming08.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
mortar_incoming2,2,explosions/incoming08_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_incoming3,1,explosions/incoming11.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
mortar_incoming3,2,explosions/incoming11_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_incoming4,1,explosions/incoming01.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
mortar_incoming4,2,explosions/incoming01_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_incoming5,1,explosions/incoming02.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
mortar_incoming5,2,explosions/incoming02_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
mortar_explosion1,1,explosions/mortar_dirt01.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion1,2,explosions/mortar_dirt01_muffled.wav,1.3,1.5,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion1,3,explosions/mortar_dirt04_muffled.wav,1.3,1.5,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion2,1,explosions/mortar_dirt02.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion2,2,explosions/mortar_dirt02_muffled.wav,1.3,1.5,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion2,3,explosions/mortar_dirt06_muffled.wav,1.3,1.5,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion3,1,explosions/mortar_dirt03.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion3,2,explosions/mortar_dirt03_muffled.wav,1.3,1.5,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion3,3,explosions/mortar_dirt05_muffled.wav,1.3,1.5,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion4,1,explosions/mortar_dirt04.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion4,2,explosions/mortar_dirt04_muffled.wav,1.3,1.5,0.8,1.2,1500,15000,1400,15000,auto
mortar_explosion5,1,explosions/mortar_dirt05.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
mortar_explosion5,2,explosions/mortar_dirt05_muffled.wav,1.3,1.5,0.8,1.2,1500,15000,1400,15000,auto


#mortar muffled,,,,,,,,,,,
mortar_incoming_muffled1,,explosions/incoming05_muffled.wav,1,,0.9,1.1,4000,8000,,,auto
mortar_incoming_muffled2,,explosions/incoming08_muffled.wav,1,,0.9,1.1,4000,8000,,,auto
mortar_incoming_muffled3,,explosions/incoming11_muffled.wav,1,,0.9,1.1,4000,8000,,,auto
mortar_incoming_muffled4,,explosions/incoming01_muffled.wav,1,,0.9,1.1,4000,8000,,,auto
mortar_incoming_muffled5,,explosions/incoming02_muffled.wav,1,,0.9,1.1,4000,8000,,,auto
mortar_explosion_muffled1,,explosions/mortar_dirt01_muffled.wav,1.15,1.3,0.8,1.2,8000,12000,,,auto
mortar_explosion_muffled2,,explosions/mortar_dirt02_muffled.wav,1.15,1.3,0.8,1.2,8000,12000,,,auto
mortar_explosion_muffled3,,explosions/mortar_dirt03_muffled.wav,1.15,1.3,0.8,1.2,8000,12000,,,auto
mortar_explosion_muffled4,,explosions/mortar_dirt04_muffled.wav,1.15,1.3,0.8,1.2,8000,12000,,,auto
mortar_explosion_muffled5,,explosions/mortar_dirt05_muffled.wav,1.15,1.3,0.8,1.2,8000,12000,,,auto

#Shells,,,,,,,,,,,
shell_incoming,1,explosions/incoming05.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
shell_incoming,2,explosions/incoming08.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
shell_incoming,3,explosions/incoming11.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
shell_incoming,4,explosions/incoming01.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
shell_incoming,5,explosions/incoming02.wav,1,1.2,0.9,1.1,500,5000,0,1400,auto
shell_incoming,6,explosions/incoming05_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
shell_incoming,7,explosions/incoming08_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
shell_incoming,8,explosions/incoming11_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
shell_incoming,9,explosions/incoming01_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
shell_incoming,10,explosions/incoming02_muffled.wav,0.7,,0.9,1.1,7,12000,1400,12000,auto
shell_explosion,1,explosions/mortar_dirt01.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
shell_explosion,2,explosions/mortar_dirt02.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
shell_explosion,3,explosions/mortar_dirt03.wav,1.4,1.6,0.8,1.2,1000,6000,0,1400,auto
