"# If the text in the first column of a row starts with a # character, the row is ignored",,
,,"If the first column for a row is blank, then the row is ignored"
# The first non-comment line of a sound alias file specifies the key name for all values appearing in this column.,,
"# This means it is safe to swap entire columns around, though you should never swap partial columns.",,
"# You can invent new keys, but the game will ignore them if it doesn't know about them.",,
"# You can leave out keys, but the ""name"" and ""file"" keys must always be present.",,

,name,name of the alias that is used to play this sound (required)
,sequence,"used to uniquely identify alias entries when more than one sound goes to an alias, used only to catch unwanted duplicates (default = 0)"
,file,the name of the file that contains the sound data (required)
,vol_min,"0 is silent, 1 is full volume (default = 1)"
,vol_max,"0 is silent, 1 is full volume (default = same as vol_min)"
,pitch_min,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = 1)"
,pitch_max,"1 is normal playback, 2 is twice as fast, 0.5 is half as fast (default = same as pitch_min)"
,dist_min,"within this distance in inches, the sound is always full volume (default = 120)"
,dist_max,"outside this distance in inches, the sound is not started.  If left blank or set to 0, the sound will play from any distance.  This does not affect sound volume falloff."
,channel,"auto, menu, weapon, voice, item, body, local, music, announcer (default = auto)",,,,,,,,,,,,,,,
,type,streamed / loaded (default = loaded),,,,,,,,,,,,,,,
,probability,weight to use for the weighted probability of playing this sound instead of another sound (default = 1),,,,,,,,,,,,,,,
,loop,"whether this sound is ""looping"" or ""nonlooping"" (default = ""nonlooping"")",,,,,,,,,,,,,,,
,masterslave,"if ""master"", this is a master sound.  If a number, then this sound won't exceed this volume whenever any master sound is playing.  If blank, then neither master nor slave.",,,,,,,,,,,,,,,
,loadspec,"space-separated list of which maps should use this alias; eg, ""burnville dawnville"".  If blank, the alias is used on all maps.",,,,,,,,,,,,,,,

name,sequence,file,vol_min,vol_max,pitch_min,pitch_max,dist_min,dist_max,lod_min,lod_max,channel,type,probability,loop,masterslave,loadspec,subtitle

#Movement,,,,,,,,,,,,,,,,,

# Running Footsteps,,,,,,,,,,,,,,,,,
step_run_bark,1,footsteps/foot_wood01.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main,
step_run_bark,2,footsteps/foot_wood02.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main,
step_run_bark,3,footsteps/foot_wood03.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main,
step_run_bark,4,footsteps/foot_wood04.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main,
step_run_brick,1,footsteps/foot_stone01.wav,0.67,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_brick,2,footsteps/foot_stone02.wav,0.67,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_brick,3,footsteps/foot_stone03.wav,0.67,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_brick,4,footsteps/foot_stone04.wav,0.67,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_carpet,1,footsteps/foot_carpet01.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_carpet,2,footsteps/foot_carpet02.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_carpet,3,footsteps/foot_carpet03.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_carpet,4,footsteps/foot_carpet04.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_cloth,1,footsteps/foot_carpet01.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_cloth,2,footsteps/foot_carpet02.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_cloth,3,footsteps/foot_carpet03.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_cloth,4,footsteps/foot_carpet04.wav,0.27,0.67,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_concrete,1,footsteps/foot_stone01.wav,0.57,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_concrete,2,footsteps/foot_stone02.wav,0.57,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_concrete,3,footsteps/foot_stone03.wav,0.57,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_concrete,4,footsteps/foot_stone04.wav,0.57,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_dirt,1,footsteps/foot_dirt01.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_dirt,2,footsteps/foot_dirt02.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_dirt,3,footsteps/foot_dirt03.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_dirt,4,footsteps/foot_dirt04.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_flesh,1,null.wav,0.45,0.65,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_flesh,2,null.wav,0.45,0.65,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_flesh,3,null.wav,0.45,0.65,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_flesh,4,null.wav,0.45,0.65,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_foliage,1,footsteps/foot_leaves01.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_foliage,2,footsteps/foot_leaves02.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_foliage,3,footsteps/foot_leaves03.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_foliage,4,footsteps/foot_leaves04.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_glass,1,footsteps/foot_glass01.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_glass,2,footsteps/foot_glass02.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_glass,3,footsteps/foot_glass03.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_glass,4,footsteps/foot_glass04.wav,0.27,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_grass,1,footsteps/foot_grass01.wav,0.3,0.45,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_grass,2,footsteps/foot_grass02.wav,0.3,0.45,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_grass,3,footsteps/foot_grass03.wav,0.3,0.45,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_grass,4,footsteps/foot_grass04.wav,0.3,0.45,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
step_run_gravel,1,footsteps/foot_dirt01.wav,0.45,0.8,0.85,1.05,50,1000,,,body,,,,,! Bomber menu game_main
