# This file maps impact types to effects,,
"# It can be overridden in part by just specifying some effects in a CSV file in the ""fx"" folder that has a later name alphabetically",,
"# It has the simple syntax that the first column is the impact type, the second is the surface type, and the thrid is the effect name",,
"# The impact type is one of: bullet_small_normal, bullet_small_reflect, bullet_large_normal, bullet_large_reflect, grenade_bounce, and grenade_explode",,
"# The surface type is one of the valid surface impact types for the surfaceparm shader command, or ""default"".  Default is only used if the code cannot figure out the correct surface type",,
"# The effect name should be a full path, including extension, to the effect to play for this type of impact on this type of surface",,
"# The effect name may be left blank, in which case no effect is played for this impact.",,
"# If any impact effect has no row entry in any file, the game will not load any maps.  The console lists which surface types had no entries.",,
"# These effects usually should not specify sounds, since a corresponding sound alias will be played at the same time as the effect",,
"# For bullet hits, two effects are played, either or both of which may be blank:",,
"# The ""normal"" effect is played at the impact point facing the surface normal.  This should usually be used for decals.",,
"# The ""reflect"" effect is played at the impact point facing the direction of impact reflected off the surface.",,

smoke_grenade_explode,default,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,bark,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,brick,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,carpet,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,cloth,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,concrete,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,dirt,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,flesh,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,foliage,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,glass,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,grass,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,gravel,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,ice,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,metal,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,mud,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,paper,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,plaster,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,rock,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,sand,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,snow,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,water,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,wood,fx\weapon\explosions\grenadesmoke_generic.efx
smoke_grenade_explode,asphalt,fx\weapon\explosions\grenadesmoke_generic.efx

mortar_explode,default,fx\weapon\explosions\mortar_generic.efx
